,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_OF_BUILDING,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
3787,4,2314,27,4,2,6,4,1,2,1,5,14159480,20,0,0,1
3788,5,1695,98,1,1,4,2,1,2,0,4,11994050,35,0,1,0
3789,2,1099,184,1,1,3,0,0,0,2,5,13266650,31,1,0,0
3790,6,1547,117,1,1,4,4,1,2,2,5,13597890,37,0,1,0
3791,1,927,175,1,1,3,1,0,3,1,1,10431690,6,1,0,0
3792,5,1966,176,2,1,5,0,0,0,0,4,11752460,33,0,1,0
3793,4,1541,35,2,1,4,4,0,1,2,4,13945940,17,1,0,0
3794,3,1978,20,3,2,5,0,1,1,0,4,10699280,49,0,0,1
3795,0,1208,36,1,1,3,1,1,0,2,3,10895000,24,1,0,0
3796,0,659,16,1,1,2,4,0,0,2,3,5882500,20,0,1,0
3797,6,1834,159,2,1,5,4,0,3,1,5,13990830,9,0,1,0
3798,2,792,131,1,1,2,3,1,2,1,3,8344040,8,0,0,1
3799,2,1262,189,2,1,4,4,0,2,1,5,10773390,27,0,0,1
3800,2,767,48,1,1,2,2,1,2,2,3,8320290,34,0,0,1
3801,0,1225,186,1,1,3,1,0,1,0,0,4243125,35,0,0,1
3802,2,732,96,1,1,2,2,1,0,2,3,7978600,4,0,1,0
3803,0,1647,170,2,2,4,2,1,2,2,5,11117625,22,0,0,1
3804,4,1344,163,2,1,4,3,1,3,1,3,8991380,9,0,1,0
3805,1,807,68,1,1,3,1,1,0,1,1,7081160,24,0,0,1
3806,0,631,46,1,1,2,3,1,3,2,3,8269500,22,1,0,0
3807,6,1775,117,1,1,4,3,1,0,1,3,12397590,22,0,1,0
3808,1,753,22,1,1,2,4,1,3,0,0,5716935,29,0,1,0
3809,4,1952,9,3,2,5,0,1,1,2,4,11148980,19,0,1,0
3810,2,1021,4,1,1,3,2,1,3,2,3,9320800,16,0,1,0
3811,2,1126,194,1,1,3,2,1,0,2,3,9282050,23,0,1,0
3812,4,2397,5,4,2,6,0,1,2,2,4,12753880,14,0,1,0
3813,2,1059,199,1,1,3,2,1,0,2,5,14246650,27,1,0,0
3814,4,1625,82,2,1,4,2,1,3,2,3,9902600,30,0,1,0
3815,0,1080,12,1,1,3,1,1,3,2,2,10254500,6,1,0,0
3816,4,2254,195,4,2,6,0,1,3,1,3,12428040,8,0,0,1
3817,3,1696,189,2,1,4,0,0,0,2,2,13594630,9,1,0,0
3818,3,1943,68,3,2,5,4,0,0,2,3,10774250,40,0,0,1
3819,4,1499,85,2,1,4,0,0,1,1,5,13324620,11,1,0,0
3820,3,1782,179,2,1,4,4,1,1,2,0,14471520,26,1,0,0
3821,5,1505,174,1,1,4,0,0,3,0,5,17242780,19,1,0,0
3822,4,2050,191,3,2,5,1,1,1,2,3,16814260,13,1,0,0
3823,5,1665,40,1,1,4,4,1,2,2,3,12639580,44,0,1,0
3824,0,1391,115,2,2,4,0,1,2,1,1,6642000,26,0,1,0
3825,5,1797,24,1,1,4,0,1,2,2,4,13049510,43,0,1,0
3826,6,1514,185,1,1,4,2,0,3,0,4,16835310,28,1,0,0
3827,1,786,118,1,1,2,1,1,3,2,5,10371250,10,0,0,1
3828,3,1991,48,3,2,5,1,1,0,0,0,13805110,38,1,0,0
3829,3,1814,196,3,2,5,2,0,3,2,0,13975040,7,1,0,0
3830,0,504,130,1,1,2,1,0,1,2,0,3454000,28,0,0,1
3831,1,1215,125,2,2,4,2,1,2,2,5,16693265,11,1,0,0
3832,6,1934,183,2,1,5,2,0,2,2,5,14154820,26,0,1,0
3833,4,1691,170,2,1,4,3,1,1,1,4,14691200,30,1,0,0
3834,2,1294,12,2,1,4,1,1,1,1,5,15704500,14,1,0,0
3835,4,2268,194,4,2,6,0,0,1,2,3,11645200,12,0,0,1
3836,0,615,61,1,1,2,1,0,3,1,4,7284250,19,1,0,0
3837,0,1640,15,2,2,4,2,1,3,2,3,10169750,17,0,0,1
3838,2,832,176,1,1,3,3,0,0,2,5,9252340,10,0,0,1
3839,5,1919,5,2,1,5,1,0,0,0,5,12308240,37,0,1,0
3840,3,1788,164,2,1,4,1,0,0,2,2,9689440,17,0,0,1
3841,6,1674,127,1,1,4,3,1,0,2,3,13280420,40,0,0,1
3842,2,723,12,1,1,2,3,0,1,1,5,7603010,38,0,0,1
3843,1,990,167,1,1,3,4,0,1,2,0,10631860,24,1,0,0
3844,4,2219,73,3,2,5,2,0,1,2,4,17449820,21,1,0,0
3845,1,1167,193,1,1,3,2,0,3,1,2,7904525,35,0,1,0
3846,6,1566,85,1,1,4,2,0,1,0,4,17187060,28,1,0,0
3847,2,1053,195,1,1,3,1,1,1,0,5,10137210,4,0,0,1
3848,3,1781,9,2,1,4,2,0,3,2,1,13206150,55,1,0,0
3849,4,2470,188,4,2,6,4,0,2,2,3,12792980,29,0,0,1
3850,3,1612,21,2,1,4,3,0,0,2,1,8690980,14,0,0,1
3851,4,1418,73,2,1,4,1,1,2,1,3,8878740,17,0,1,0
3852,2,1032,192,1,1,3,2,1,3,2,4,9629850,31,0,1,0
3853,0,1430,69,2,2,4,1,1,3,1,5,12919750,33,1,0,0
3854,2,812,51,1,1,3,0,1,0,2,5,12347950,9,1,0,0
3855,0,571,0,1,1,2,4,1,3,1,0,4627500,16,0,1,0
3856,3,1709,187,2,1,4,1,1,3,1,1,13822920,26,1,0,0
3857,2,1128,141,1,1,3,1,0,3,0,4,12072650,35,1,0,0
3858,4,1731,156,2,1,4,4,0,3,2,4,11270960,7,0,0,1
3859,3,1620,170,2,1,4,0,1,3,0,3,13957610,13,1,0,0
3860,3,1581,140,2,1,4,1,1,3,0,2,13356200,10,1,0,0
3861,5,1672,132,1,1,4,2,1,2,1,5,14477850,17,0,0,1
3862,2,1266,86,2,1,4,0,1,0,1,3,9077550,29,0,1,0
3863,2,1298,34,2,1,4,3,1,1,2,5,11998010,25,0,0,1
3864,6,1952,105,2,1,5,1,1,0,1,5,13942350,45,0,1,0
3865,4,2386,169,4,2,6,0,1,1,1,4,12941380,23,0,0,1
3866,2,1058,61,1,1,3,1,1,2,1,3,8598500,22,0,1,0
3867,1,987,95,1,1,3,4,1,0,1,3,9200725,15,0,1,0
3868,0,1256,198,1,1,3,3,0,1,0,3,9393000,12,1,0,0
3869,4,1824,143,3,2,5,2,0,2,1,4,15122540,7,1,0,0
3870,3,1752,70,2,1,4,1,0,3,0,2,8535580,24,0,0,1
3871,1,796,68,1,1,2,4,1,0,0,1,9737150,10,1,0,0
3872,2,1031,40,1,1,3,4,0,0,1,5,9241670,40,0,0,1
3873,2,1114,60,1,1,3,1,1,1,1,4,9688300,6,0,1,0
3874,5,1567,179,1,1,4,4,0,1,0,4,11630020,43,0,0,1
3875,1,1282,164,2,2,4,2,1,0,2,0,9301605,27,0,0,1
3876,2,957,81,1,1,3,1,1,2,0,3,8292190,22,0,0,1
3877,6,1510,14,1,1,4,0,0,3,1,3,16300260,33,1,0,0
3878,0,1005,150,1,1,3,0,1,2,1,3,7525375,8,0,0,1
3879,3,1824,123,3,2,5,3,0,3,0,0,6911070,31,0,1,0
3880,2,837,172,1,1,3,3,1,2,0,3,10563700,18,1,0,0
3881,1,1103,44,1,1,3,1,0,1,1,2,7693965,11,0,1,0
3882,0,1386,97,2,2,4,1,0,1,1,4,8418500,5,0,0,1
3883,3,1588,80,2,1,4,1,1,3,0,0,11516250,45,1,0,0
3884,2,792,59,1,1,2,1,0,2,1,5,10567050,35,1,0,0
3885,2,1241,152,2,1,4,0,1,1,0,4,8939050,35,0,1,0
3886,4,1571,1,2,1,4,4,1,1,1,5,11648840,11,0,0,1
3887,2,770,132,1,1,2,0,0,1,0,4,8883750,33,1,0,0
3888,5,1707,133,1,1,4,2,0,2,0,3,17363590,42,1,0,0
3889,6,1840,55,2,1,5,3,1,2,2,5,14477820,41,0,1,0
3890,0,972,35,1,1,3,3,0,0,2,3,6399750,42,0,0,1
3891,1,1000,33,1,1,3,2,0,0,0,4,8348770,18,0,0,1
3892,6,1888,152,2,1,5,1,1,1,2,4,13764960,38,0,1,0
3893,0,557,29,1,1,2,0,1,3,0,0,3210125,37,0,0,1
3894,2,1180,16,1,1,3,0,0,1,2,3,8889850,27,0,0,1
3895,2,1219,124,2,1,4,0,1,0,0,4,9951030,4,0,0,1
3896,0,943,145,1,1,3,3,1,3,1,2,8776500,26,1,0,0
3897,2,1133,96,1,1,3,1,1,1,2,3,9468000,16,0,1,0
3898,1,1153,178,1,1,3,4,1,1,2,0,8350260,24,0,1,0
3899,3,1618,30,2,1,4,4,1,3,2,5,16354300,30,1,0,0
3900,0,1246,31,1,1,3,1,1,1,0,0,7957500,38,1,0,0
3901,4,2389,109,4,2,6,1,0,1,1,5,18402940,27,1,0,0
3902,4,2227,163,4,2,6,3,0,1,1,5,11820720,6,0,1,0
3903,5,1853,42,2,1,5,2,1,1,2,4,13761350,30,0,1,0
3904,2,926,13,1,1,3,0,0,0,2,5,11939850,27,1,0,0
3905,6,1517,191,1,1,4,4,0,1,0,4,11712660,25,0,0,1
3906,4,1721,61,2,1,4,4,0,3,1,3,9225240,22,0,1,0
3907,0,1231,126,1,1,3,3,0,3,2,0,5711000,18,0,1,0
3908,0,1090,34,1,1,3,4,1,3,0,0,4876500,49,0,1,0
3909,3,1590,56,2,1,4,2,1,2,0,3,13925230,9,1,0,0
3910,0,1353,183,2,2,4,2,1,0,1,2,7507375,34,0,0,1
3911,5,1610,185,1,1,4,2,1,0,2,4,13545830,29,0,0,1
3912,6,1883,148,2,1,5,3,1,2,1,4,14866620,29,0,0,1
3913,2,1029,178,1,1,3,3,1,0,2,4,13376150,29,1,0,0
3914,2,1285,187,2,1,4,4,1,3,2,5,11819950,29,0,1,0
3915,1,1210,175,2,2,4,2,1,2,0,1,12495925,35,1,0,0
3916,0,774,153,1,1,2,4,0,2,2,0,4182250,39,0,1,0
3917,2,940,135,1,1,3,2,0,0,2,4,9064800,4,0,0,1
3918,3,1893,70,3,2,5,1,1,2,1,1,9995770,31,0,0,1
3919,2,857,29,1,1,3,4,0,0,2,3,7377300,30,0,1,0
3920,6,1563,114,1,1,4,2,0,1,0,3,11277710,6,0,0,1
3921,3,1634,73,2,1,4,2,0,3,1,3,9643920,16,0,0,1
3922,4,1483,161,2,1,4,3,0,2,1,4,8756780,19,0,1,0
3923,6,1902,173,2,1,5,0,1,3,2,3,21789460,13,1,0,0
3924,6,1638,4,1,1,4,4,1,3,2,3,13906030,37,0,0,1
3925,5,1877,4,2,1,5,0,1,3,2,4,21810920,26,1,0,0
3926,2,751,162,1,1,2,2,1,0,0,5,8484620,17,0,0,1
3927,4,1873,130,3,2,5,2,0,1,2,4,15494260,23,1,0,0
3928,2,1021,73,1,1,3,4,1,3,0,3,8387750,25,0,1,0
3929,0,1448,93,2,2,4,1,1,1,2,5,13435000,24,1,0,0
3930,0,720,34,1,1,2,3,0,1,2,4,6352250,39,0,0,1
3931,5,1514,151,1,1,4,1,0,3,2,4,12279230,28,0,0,1
3932,4,2347,90,4,2,6,0,0,1,2,5,12885880,27,0,0,1
3933,4,1816,170,3,2,5,0,1,1,1,5,10764320,26,0,1,0
3934,3,1615,29,2,1,4,3,1,1,1,0,8092310,38,0,0,1
3935,3,1941,138,3,2,5,2,0,3,2,3,11014650,25,0,0,1
3936,4,2227,51,4,2,6,3,1,3,1,4,12334760,8,0,1,0
3937,2,1119,13,1,1,3,0,1,0,0,5,13267150,29,1,0,0
3938,2,885,16,1,1,3,2,0,0,1,5,8414700,35,0,0,1
3939,0,1417,29,2,2,4,4,1,2,1,4,12304750,37,1,0,0
3940,1,1278,175,2,2,4,0,1,1,0,4,9448455,37,0,1,0
3941,2,1050,14,1,1,3,4,1,2,2,5,11284700,20,0,0,1
3942,6,1706,29,1,1,4,3,1,2,1,3,13094870,42,0,0,1
3943,0,774,111,1,1,2,1,0,2,2,1,6353750,41,1,0,0
3944,5,1751,183,1,1,4,1,1,0,1,5,13331980,19,0,1,0
3945,0,729,161,1,1,2,4,1,1,2,2,6678875,24,0,0,1
3946,2,1142,59,1,1,3,0,1,3,1,5,10065600,28,0,1,0
3947,3,1668,192,2,1,4,2,1,1,1,3,9150510,43,0,1,0
3948,2,857,77,1,1,3,1,0,3,2,5,12232800,8,1,0,0
3949,3,1774,190,2,1,4,1,0,0,2,2,14103230,19,1,0,0
3950,2,897,71,1,1,3,2,1,0,2,3,8957390,22,0,0,1
3951,6,1838,139,2,1,5,1,0,2,1,4,20241530,14,1,0,0
3952,1,1000,189,1,1,3,1,1,0,2,0,8080925,15,0,0,1
3953,0,1209,9,1,1,3,0,0,3,0,4,6567375,42,0,0,1
3954,2,858,135,1,1,3,0,1,2,0,3,10335050,19,1,0,0
3955,1,767,191,1,1,2,3,1,3,0,5,9045605,7,0,1,0
3956,6,1624,98,1,1,4,1,1,3,1,4,13234330,43,0,0,1
3957,0,579,7,1,1,2,3,0,3,2,2,5032625,36,0,0,1
3958,1,881,182,1,1,3,1,1,3,0,5,12724510,14,1,0,0
3959,2,722,148,1,1,2,1,1,0,1,3,6888450,27,0,1,0
3960,3,1837,75,3,2,5,3,0,2,1,5,11411760,18,0,0,1
3961,2,1296,112,2,1,4,1,0,3,1,4,9965620,34,0,0,1
3962,0,1624,28,2,2,4,3,0,2,1,3,7651250,31,0,1,0
3963,5,1630,45,1,1,4,2,1,0,2,3,12938720,41,0,0,1
3964,2,1257,183,2,1,4,4,0,1,2,3,9946290,24,0,0,1
3965,2,1163,88,1,1,3,4,0,3,0,3,12123250,35,1,0,0
3966,3,1652,120,2,1,4,0,1,1,0,1,12039380,44,1,0,0
3967,3,1566,134,2,1,4,2,0,0,2,0,6776450,30,0,1,0
3968,3,1669,2,2,1,4,3,0,1,1,0,7193030,49,0,0,1
3969,0,1009,148,1,1,3,3,1,1,2,0,5272250,49,0,1,0
3970,1,750,127,1,1,2,2,0,0,1,2,6252365,31,0,0,1
3971,4,2149,46,3,2,5,4,0,2,1,5,11840340,7,0,1,0
3972,3,1818,77,3,2,5,2,1,1,2,0,9890560,23,0,0,1
3973,4,1623,123,2,1,4,1,0,3,1,5,14485900,5,1,0,0
3974,5,1602,51,1,1,4,3,1,0,2,4,12359320,36,0,1,0
3975,2,1143,106,1,1,3,1,0,3,1,3,12716150,9,1,0,0
3976,1,865,75,1,1,3,0,0,2,1,0,4982055,37,0,1,0
3977,5,1880,174,2,1,5,3,0,1,1,4,20562600,20,1,0,0
3978,2,721,73,1,1,2,4,0,3,2,5,8732470,26,0,0,1
3979,6,1510,54,1,1,4,2,0,0,0,3,10754410,18,0,0,1
3980,1,1025,46,1,1,3,3,1,3,1,3,13168605,27,1,0,0
3981,0,762,87,1,1,2,3,1,2,2,5,7675750,49,0,1,0
3982,6,1609,105,1,1,4,3,0,0,1,4,17720900,45,1,0,0
3983,2,869,110,1,1,3,1,1,0,1,5,12454750,9,1,0,0
3984,1,1109,104,1,1,3,2,1,0,2,1,12735905,27,1,0,0
3985,1,928,93,1,1,3,0,0,3,2,1,6997335,9,0,1,0
3986,3,1747,51,2,1,4,0,1,2,2,1,9983410,13,0,0,1
3987,6,1526,111,1,1,4,1,0,0,2,5,18546530,9,1,0,0
3988,6,1922,25,2,1,5,3,1,3,1,3,13211540,42,0,1,0
3989,4,1366,3,2,1,4,4,0,3,2,5,9808360,28,0,1,0
3990,0,731,46,1,1,2,2,0,0,1,0,3102500,31,0,1,0
3991,6,1886,112,2,1,5,1,0,2,2,3,12040960,43,0,1,0
3992,3,1754,33,2,1,4,2,1,1,2,5,11963590,42,0,0,1
3993,1,1236,22,2,2,4,4,0,3,2,1,13478895,33,1,0,0
3994,2,1291,113,2,1,4,1,1,2,2,4,10499650,31,0,1,0
3995,5,1744,66,1,1,4,3,0,2,0,5,11667270,41,0,1,0
3996,1,933,139,1,1,3,2,0,1,1,5,9022165,11,0,1,0
3997,2,747,78,1,1,2,1,0,1,0,4,6206700,22,0,1,0
3998,3,1574,138,2,1,4,1,1,1,1,2,8287180,44,0,1,0
3999,2,1290,151,2,1,4,0,0,0,1,3,13442250,11,1,0,0
4000,3,1574,111,2,1,4,1,0,3,0,5,13113330,54,1,0,0
4001,0,932,86,1,1,3,2,1,2,1,5,10095000,36,1,0,0
4002,0,1047,63,1,1,3,4,0,1,1,2,8597500,14,1,0,0
4003,5,1957,4,2,1,5,1,0,0,1,3,13371220,18,0,0,1
4004,0,1511,77,2,2,4,0,1,3,2,4,9268750,39,0,1,0
4005,4,1761,189,2,1,4,0,1,3,1,3,14397160,28,1,0,0
4006,4,2287,137,4,2,6,4,0,2,1,5,12339780,9,0,1,0
4007,3,1749,177,2,1,4,3,0,1,1,4,10236960,18,0,0,1
4008,0,1550,5,2,2,4,4,1,1,1,3,8566750,37,0,1,0
4009,6,1766,156,1,1,4,0,0,2,1,3,18658980,24,1,0,0
4010,5,1540,85,1,1,4,3,1,3,2,3,13186470,16,0,0,1
4011,3,1874,45,3,2,5,2,0,3,0,4,9292000,35,0,1,0
4012,0,1454,25,2,2,4,0,0,0,0,4,7202750,5,0,1,0
4013,4,2461,198,4,2,6,1,0,3,1,3,11338920,6,0,1,0
4014,3,1528,194,2,1,4,4,1,1,1,2,13642920,21,1,0,0
4015,1,823,134,1,1,3,3,0,0,2,1,7174375,5,0,0,1
4016,4,1389,164,2,1,4,0,0,1,2,5,9630040,23,0,0,1
4017,1,765,11,1,1,2,3,0,0,2,4,8203665,11,0,1,0
4018,1,1244,180,2,2,4,0,1,0,0,1,8661320,8,0,0,1
4019,3,1566,170,2,1,4,3,1,0,2,5,11548700,25,0,0,1
4020,5,1539,69,1,1,4,3,0,2,1,4,11320960,13,0,1,0
4021,2,1283,127,2,1,4,1,1,3,1,5,15503650,35,1,0,0
4022,2,1132,132,1,1,3,3,1,1,0,5,13606450,35,1,0,0
4023,2,948,17,1,1,3,4,0,1,0,5,8423350,9,0,1,0
4024,0,589,101,1,1,2,1,1,1,1,4,6061625,47,0,0,1
4025,0,1025,84,1,1,3,2,0,3,0,2,7688000,16,1,0,0
4026,2,885,105,1,1,3,0,1,1,0,4,10958500,25,1,0,0
4027,0,758,80,1,1,2,1,0,1,2,4,6237500,30,0,1,0
4028,1,663,57,1,1,2,4,1,2,0,0,5426740,16,0,1,0
4029,3,1530,173,2,1,4,3,1,0,0,0,6752540,22,0,1,0
4030,3,1948,194,3,2,5,4,0,3,1,3,10765530,39,0,0,1
4031,1,940,60,1,1,3,1,1,3,0,4,8871195,13,0,1,0
4032,6,1532,41,1,1,4,2,0,0,1,3,10802190,7,0,1,0
4033,3,1894,194,3,2,5,0,1,3,0,1,8917740,47,0,0,1
4034,4,1373,184,2,1,4,0,0,3,2,3,8638540,24,0,0,1
4035,3,1528,135,2,1,4,0,0,3,2,2,7922150,30,0,1,0
4036,3,1826,44,3,2,5,1,0,2,2,2,9711430,39,0,0,1
4037,0,1132,163,1,1,3,2,0,0,0,3,5330500,38,0,1,0
4038,6,1955,78,2,1,5,4,1,3,0,5,14862430,14,0,1,0
4039,0,1036,32,1,1,3,2,1,1,2,5,8901750,17,0,1,0
4040,6,1504,136,1,1,4,4,1,3,2,5,20362800,5,1,0,0
4041,5,1826,160,2,1,5,4,1,2,1,5,15779500,16,0,0,1
4042,0,1609,123,2,2,4,1,1,3,0,2,11274750,37,1,0,0
4043,0,891,49,1,1,3,1,1,2,1,1,7999750,13,1,0,0
4044,0,1665,117,2,2,4,0,0,1,2,1,7729125,11,0,0,1
4045,5,1965,122,2,1,5,1,1,3,0,4,14411150,35,0,0,1
4046,2,1157,27,1,1,3,4,0,3,0,3,12632900,6,1,0,0
4047,4,2064,101,3,2,5,2,0,1,2,4,16497820,21,1,0,0
4048,2,1181,12,1,1,3,1,0,1,2,4,9847570,16,0,0,1
4049,4,1653,132,2,1,4,3,1,1,1,4,10794060,20,0,0,1
4050,4,2282,72,4,2,6,3,0,2,2,5,12171140,27,0,1,0
4051,0,1531,169,2,2,4,2,0,0,2,3,11451250,35,1,0,0
4052,5,1629,164,1,1,4,4,0,0,2,5,19939120,6,1,0,0
4053,2,1081,27,1,1,3,4,1,1,2,3,9778420,39,0,0,1
4054,0,1041,190,1,1,3,4,1,1,0,2,9045250,7,1,0,0
4055,2,1175,29,1,1,3,1,1,3,1,4,9758600,28,0,1,0
4056,2,810,171,1,1,3,4,0,1,1,3,9879950,29,1,0,0
4057,4,1722,197,2,1,4,0,0,3,1,5,9795980,19,0,1,0
4058,0,1475,86,2,2,4,4,0,2,1,4,8296250,21,0,1,0
4059,5,1522,81,1,1,4,1,0,3,1,4,11295000,5,0,1,0
4060,5,1556,181,1,1,4,0,0,2,0,5,10797790,27,0,1,0
4061,2,1286,156,2,1,4,4,1,0,0,4,14962800,8,1,0,0
4062,3,1803,10,3,2,5,2,1,1,1,5,11546330,14,0,1,0
4063,2,866,147,1,1,3,2,0,2,0,4,10173350,29,1,0,0
4064,1,1178,121,1,1,3,4,1,0,1,1,8638785,19,0,1,0
4065,5,1626,155,1,1,4,3,0,2,1,4,12866410,9,0,0,1
4066,5,1589,48,1,1,4,3,1,1,0,4,12025410,8,0,1,0
4067,2,1165,68,1,1,3,0,0,0,0,4,7550250,35,0,1,0
4068,1,618,57,1,1,2,3,0,0,1,3,8421940,36,1,0,0
4069,2,1144,131,1,1,3,1,0,1,2,4,9341380,38,0,0,1
4070,1,1201,83,2,2,4,0,0,1,1,5,14203140,36,1,0,0
4071,0,879,158,1,1,2,0,1,3,1,3,6313250,37,0,1,0
4072,5,1501,78,1,1,4,3,1,0,2,5,13627030,35,0,0,1
4073,1,1289,181,2,2,4,3,1,3,2,5,17360470,18,1,0,0
4074,4,1741,11,2,1,4,0,1,3,1,3,10458220,10,0,0,1
4075,0,1585,48,2,2,4,0,0,0,1,5,11996750,45,1,0,0
4076,2,897,104,1,1,3,1,1,0,2,4,9162950,9,0,1,0
4077,2,1172,77,1,1,3,2,1,0,0,5,9701600,20,0,1,0
4078,0,1321,193,1,1,3,3,1,3,1,3,8527375,18,0,0,1
4079,0,798,21,1,1,2,1,0,1,0,2,4517000,13,0,0,1
4080,6,1808,123,2,1,5,4,0,2,0,5,20487250,20,1,0,0
4081,2,934,168,1,1,3,2,0,1,1,3,7774580,16,0,0,1
4082,2,961,161,1,1,3,0,1,3,0,4,8637320,29,0,0,1
4083,1,962,15,1,1,3,2,0,0,1,0,6374265,11,0,0,1
4084,4,1778,92,3,2,5,1,0,3,1,4,10567300,7,0,0,1
4085,5,1756,187,1,1,4,2,1,0,1,3,12368790,12,0,1,0
4086,0,1023,199,1,1,3,0,0,2,1,0,4798625,6,0,0,1
4087,1,784,74,1,1,2,3,0,0,0,4,6611365,31,0,1,0
4088,4,1485,77,2,1,4,1,0,3,1,3,8195220,11,0,1,0
4089,4,2177,119,3,2,5,3,1,3,2,4,13553180,12,0,0,1
4090,4,2088,161,3,2,5,1,1,2,1,5,12879720,18,0,0,1
4091,1,1181,156,1,1,3,0,1,0,0,2,8418360,24,0,0,1
4092,4,1308,177,1,1,3,0,0,3,2,5,9168580,9,0,1,0
4093,0,663,102,1,1,2,2,0,0,0,2,3815750,19,0,1,0
4094,6,1975,0,2,1,5,4,1,1,0,3,13567150,5,0,1,0
4095,2,749,180,1,1,2,3,0,0,2,3,9607900,22,1,0,0
4096,3,1727,73,2,1,4,2,1,0,2,0,8269610,33,0,1,0
4097,4,2158,50,3,2,5,2,1,1,1,5,13154100,17,0,0,1
4098,2,1157,19,1,1,3,3,0,2,2,4,9455100,10,0,1,0
4099,6,1832,138,2,1,5,4,0,1,2,5,21686920,21,1,0,0
4100,2,1138,23,1,1,3,2,1,1,2,3,13801050,15,1,0,0
4101,2,770,191,1,1,2,2,0,3,0,3,6348750,5,0,1,0
4102,6,1842,33,2,1,5,3,0,1,2,4,13040160,23,0,1,0
4103,6,1882,117,2,1,5,1,1,0,0,3,19761890,42,1,0,0
4104,2,757,155,1,1,2,4,1,0,0,5,8854790,14,0,0,1
4105,3,1884,92,3,2,5,3,1,0,1,3,9955440,37,0,1,0
4106,4,1729,82,2,1,4,2,1,2,1,3,10643500,6,0,0,1
4107,1,866,177,1,1,3,1,1,0,1,0,6666735,29,0,0,1
4108,0,919,146,1,1,3,2,1,3,2,4,10589000,16,1,0,0
4109,4,1587,80,2,1,4,1,0,1,1,4,8983700,5,0,1,0
4110,2,1282,109,2,1,4,2,1,2,2,3,11073340,16,0,0,1
4111,2,928,79,1,1,3,3,0,0,1,5,8454860,38,0,0,1
4112,2,898,18,1,1,3,3,0,0,1,3,6802150,29,0,1,0
4113,1,692,118,1,1,2,2,1,2,0,0,7814575,25,1,0,0
4114,6,1972,175,2,1,5,0,1,0,1,3,13941590,39,0,0,1
4115,4,2079,102,3,2,5,0,0,1,1,3,10468580,10,0,0,1
4116,4,1486,128,2,1,4,0,0,1,1,4,12616820,11,1,0,0
4117,5,1742,9,1,1,4,4,1,2,1,5,20982920,41,1,0,0
4118,6,1936,103,2,1,5,2,1,1,1,4,13788080,24,0,1,0
4119,0,1214,145,1,1,3,4,0,1,0,5,9985750,49,1,0,0
4120,0,1257,133,1,1,3,2,1,0,0,3,6660000,34,0,1,0
4121,0,841,118,1,1,2,0,1,3,0,2,5355750,19,0,1,0
4122,4,2255,181,4,2,6,3,0,3,1,3,16982280,14,1,0,0
4123,3,1605,3,2,1,4,0,1,1,1,3,13759280,34,1,0,0
4124,2,1188,111,1,1,3,2,0,1,1,3,12840300,14,1,0,0
4125,2,1213,142,2,1,4,0,1,2,0,4,10243060,7,0,0,1
4126,2,731,89,1,1,2,1,1,2,1,5,11029700,38,1,0,0
4127,4,1781,185,3,2,5,0,1,2,2,4,16174720,6,1,0,0
4128,2,702,62,1,1,2,1,0,2,1,3,8883050,19,1,0,0
4129,5,1949,2,2,1,5,3,0,2,2,5,15476650,19,0,0,1
4130,5,1857,71,2,1,5,2,0,2,2,4,14093160,30,0,0,1
4131,4,1904,73,3,2,5,2,0,3,1,4,10782380,25,0,0,1
4132,0,1199,91,1,1,3,2,0,0,1,1,7839500,38,1,0,0
4133,0,1228,141,1,1,3,4,1,0,2,3,11531000,12,1,0,0
4134,3,1786,37,2,1,4,2,1,1,2,5,17240870,11,1,0,0
4135,3,1953,106,3,2,5,1,1,0,0,1,8916410,53,0,0,1
4136,0,1287,140,1,1,3,0,0,3,2,4,10931250,27,1,0,0
4137,4,1369,55,2,1,4,4,0,2,1,5,9103800,30,0,1,0
4138,4,1771,64,2,1,4,2,1,3,2,4,11090200,20,0,1,0
4139,1,1082,100,1,1,3,2,1,2,2,2,9177820,28,0,1,0
4140,4,1636,141,2,1,4,2,1,3,1,4,10056300,25,0,1,0
4141,0,602,0,1,1,2,4,0,1,1,5,6560250,26,0,0,1
4142,6,1854,29,2,1,5,2,0,0,0,4,11704830,29,0,1,0
4143,0,1655,89,2,2,4,2,1,0,0,5,9837875,25,0,0,1
4144,1,698,140,1,1,2,1,0,2,2,3,9879040,16,1,0,0
4145,2,1101,74,1,1,3,1,0,1,2,4,8572650,31,0,1,0
4146,0,785,173,1,1,2,4,1,3,1,2,6576375,22,0,0,1
4147,1,1135,172,1,1,3,2,1,3,2,5,11046310,34,0,1,0
4148,0,1308,9,1,1,3,4,1,0,1,3,8242250,32,0,0,1
4149,1,924,100,1,1,3,1,0,3,0,3,10571990,26,1,0,0
4150,0,508,67,1,1,2,4,1,0,2,2,6709750,49,1,0,0
4151,3,1725,60,2,1,4,2,0,3,1,4,9817160,8,0,1,0
4152,0,1665,122,2,2,4,4,0,3,0,2,11513500,10,1,0,0
